"Parent Department","Organisation","Unit","Reporting Senior Post","Grade","Payscale Minimum (£)","Payscale Maximum (£)","Generic Job Title","Number of Posts in FTE","Profession"
"Ministry of Defence","Ministry of Defence","Royal Air Force Air Command","1023653","E1","17835","22124","Administrative Support","103.00","Operational Delivery"
"Ministry of Defence","Ministry of Defence","Royal Air Force Air Command","1023653","E1","17835","22124","Decision Support","6.00","Finance"
"Ministry of Defence","Ministry of Defence","Royal Air Force Air Command","1023653","E1","17835","22124","Secretarial","6.00","Operational Delivery"
"Ministry of Defence","Ministry of Defence","Royal Air Force Air Command","1023653","E1","17835","22124","Teaching","1.00","Human Resources"
"Ministry of Defence","Ministry of Defence","Royal Air Force Air Command","1023653","E1","17835","22124","Transport/Movement","1.00","Science and Engineering"
"Ministry of Defence","Ministry of Defence","Royal Air Force Air Command","1023653","E2","15168","18815","Administrative Support","63.00","Operational Delivery"
"Ministry of Defence","Ministry of Defence","Royal Air Force Air Command","1023653","E2","15168","18815","Secretarial","13.00","Operational Delivery"
"Ministry of Defence","Ministry of Defence","Royal Air Force Air Command","1023653","General Hand","14644","18010","Site Estate","1.00","Property and asset management"
"Ministry of Defence","Ministry of Defence","Royal Air Force Air Command","1023653","Handyperson","14644","16482","Soft Facilities Management","1.00","Property and asset management"
"Ministry of Defence","Ministry of Defence","Royal Air Force Air Command","1023653","Labourer","14644","18010","Site Estate","1.00","Property and asset management"
"Ministry of Defence","Ministry of Defence","Royal Air Force Air Command","1023653","Labourer","14644","18010","Soft Facilities Management","1.00","Property and asset management"
"Ministry of Defence","Ministry of Defence","Royal Air Force Air Command","1023653","Retired Offr 1","37819","44268","Business Management","1.00","Operational Delivery"
"Ministry of Defence","Ministry of Defence","Royal Air Force Air Command","1023653","Retired Offr 1","37819","44268","Service HR Expert","2.00","Human Resources"
"Ministry of Defence","Ministry of Defence","Royal Air Force Air Command","1023653","Retired Offr 2","30136","34936","Business Management","1.00","Operational Delivery"
"Ministry of Defence","Ministry of Defence","Royal Air Force Air Command","1023653","Retired Offr 2","30136","34936","Direct Military Support","1.00","Operational Delivery"
"Ministry of Defence","Ministry of Defence","Royal Air Force Air Command","1027112","Aviation Offr 2","34936","34936","Transport/Movement","2.00","Science and Engineering"
"Ministry of Defence","Ministry of Defence","Royal Air Force Air Command","1027112","Battery Charging Hand","14644","16482","Technical [Trades]","1.00","Science and Engineering"
"Ministry of Defence","Ministry of Defence","Royal Air Force Air Command","1027112","C1","35648","44268","Media and Press","1.00","Communications"
"Ministry of Defence","Ministry of Defence","Royal Air Force Air Command","1027112","C2","29258","36333","Decision Support","1.00","Finance"
"Ministry of Defence","Ministry of Defence","Royal Air Force Air Command","1027112","C2","29258","36333","Media and Press","1.00","Communications"
"Ministry of Defence","Ministry of Defence","Royal Air Force Air Command","1027112","C2 HTTO","29258","38546","Safety,Health,Environment&Fire","1.00","Operational Delivery"
"Ministry of Defence","Ministry of Defence","Royal Air Force Air Command","1027112","Carpenter","17486","22150","Technical [Trades]","3.00","Science and Engineering"
"Ministry of Defence","Ministry of Defence","Royal Air Force Air Command","1027112","Civilian Medical Practitioner","65071","77303","Gen Practice Medical","1.00","Medicine"
"Ministry of Defence","Ministry of Defence","Royal Air Force Air Command","1027112","Coppersmith","17486","22150","Technical [Trades]","1.00","Science and Engineering"
"Ministry of Defence","Ministry of Defence","Royal Air Force Air Command","1027112","D","23427","29093","Community Service","1.00","Human Resources"
"Ministry of Defence","Ministry of Defence","Royal Air Force Air Command","1027112","D","23427","29093","Decision Support","2.00","Finance"
"Ministry of Defence","Ministry of Defence","Royal Air Force Air Command","1027112","D","23427","29093","Energy Management","1.00","Property and asset management"
"Ministry of Defence","Ministry of Defence","Royal Air Force Air Command","1027112","D","23427","29093","EnvironmentalManagementAssessm","1.00","Property and asset management"
"Ministry of Defence","Ministry of Defence","Royal Air Force Air Command","1027112","D","23427","29093","Estate Planning","1.00","Planning"
"Ministry of Defence","Ministry of Defence","Royal Air Force Air Command","1027112","D","23427","29093","Information Exploitation Mgt","1.00","Knowledge and Information Management (KIM)"
"Ministry of Defence","Ministry of Defence","Royal Air Force Air Command","1027112","D","23427","29093","Media and Press","1.00","Communications"
"Ministry of Defence","Ministry of Defence","Royal Air Force Air Command","1027112","D","23427","29093","Safety,Health,Environment&Fire","1.00","Operational Delivery"
"Ministry of Defence","Ministry of Defence","Royal Air Force Air Command","1027112","D","23427","29093","Storekeeping/WarehouseOps","1.00","Science and Engineering"
"Ministry of Defence","Ministry of Defence","Royal Air Force Air Command","1027112","D","23427","29093","Teaching","1.00","Human Resources"
"Ministry of Defence","Ministry of Defence","Royal Air Force Air Command","1027112","D","23427","29093","Technical [Trades]","1.00","Science and Engineering"
"Ministry of Defence","Ministry of Defence","Royal Air Force Air Command","1027112","D","23427","29093","Transaction Processing","1.00","Finance"
"Ministry of Defence","Ministry of Defence","Royal Air Force Air Command","1027112","D TTO","23427","29093","Information Service Provision","2.00","Knowledge and Information Management (KIM)"
"Ministry of Defence","Ministry of Defence","Royal Air Force Air Command","1027112","D TTO","23427","29093","Technical [Trades]","1.00","Science and Engineering"
"Ministry of Defence","Ministry of Defence","Royal Air Force Air Command","1027112","Driver","14644","22150","Driving","36.00","Operational Delivery"
"Ministry of Defence","Ministry of Defence","Royal Air Force Air Command","1027112","Driver","14644","22150","Transport/Movement","1.00","Science and Engineering"
"Ministry of Defence","Ministry of Defence","Royal Air Force Air Command","1027112","E1","17835","22124","Administrative Support","22.00","Operational Delivery"
"Ministry of Defence","Ministry of Defence","Royal Air Force Air Command","1027112","E1","17835","22124","Commercial Analysis","1.00","Procurement"
"Ministry of Defence","Ministry of Defence","Royal Air Force Air Command","1027112","E1","17835","22124","Community Service","1.00","Human Resources"
"Ministry of Defence","Ministry of Defence","Royal Air Force Air Command","1027112","E1","17835","22124","Decision Support","4.00","Finance"
"Ministry of Defence","Ministry of Defence","Royal Air Force Air Command","1027112","E1","17835","22124","Information Exploitation Mgt","1.00","Knowledge and Information Management (KIM)"
"Ministry of Defence","Ministry of Defence","Royal Air Force Air Command","1027112","E1","17835","22124","Information Service Provision","2.00","Knowledge and Information Management (KIM)"
"Ministry of Defence","Ministry of Defence","Royal Air Force Air Command","1027112","E1","17835","22124","Information Strat & Planning","1.00","Knowledge and Information Management (KIM)"
"Ministry of Defence","Ministry of Defence","Royal Air Force Air Command","1027112","E1","17835","22124","Secretarial","2.00","Operational Delivery"
"Ministry of Defence","Ministry of Defence","Royal Air Force Air Command","1027112","E1","17835","22124","Storekeeping/WarehouseOps","2.00","Science and Engineering"
"Ministry of Defence","Ministry of Defence","Royal Air Force Air Command","1027112","E1","17835","22124","Technical [Trades]","3.00","Science and Engineering"
"Ministry of Defence","Ministry of Defence","Royal Air Force Air Command","1027112","E1","17835","22124","Transaction Processing","2.00","Finance"
"Ministry of Defence","Ministry of Defence","Royal Air Force Air Command","1027112","E1","17835","22124","Transport/Movement","3.00","Science and Engineering"
"Ministry of Defence","Ministry of Defence","Royal Air Force Air Command","1027112","E2","15168","18815","Administrative Support","28.00","Operational Delivery"
"Ministry of Defence","Ministry of Defence","Royal Air Force Air Command","1027112","E2","15168","18815","Community Service","1.00","Human Resources"
"Ministry of Defence","Ministry of Defence","Royal Air Force Air Command","1027112","E2","15168","18815","Information Strat & Planning","2.00","Knowledge and Information Management (KIM)"
"Ministry of Defence","Ministry of Defence","Royal Air Force Air Command","1027112","E2","15168","18815","Secretarial","4.00","Operational Delivery"
"Ministry of Defence","Ministry of Defence","Royal Air Force Air Command","1027112","E2","15168","18815","Technical [Trades]","3.00","Science and Engineering"
"Ministry of Defence","Ministry of Defence","Royal Air Force Air Command","1027112","E2","15168","18815","Transport/Movement","4.00","Science and Engineering"
"Ministry of Defence","Ministry of Defence","Royal Air Force Air Command","1027112","Electrician","17486","22150","Technical [Trades]","1.00","Science and Engineering"
"Ministry of Defence","Ministry of Defence","Royal Air Force Air Command","1027112","Fitter MT","17486","22150","Technical [Trades]","4.00","Science and Engineering"
"Ministry of Defence","Ministry of Defence","Royal Air Force Air Command","1027112","General Hand","14644","18010","Site Estate","6.00","Property and asset management"
"Ministry of Defence","Ministry of Defence","Royal Air Force Air Command","1027112","General Hand","14644","18010","Technical [Trades]","1.00","Science and Engineering"
"Ministry of Defence","Ministry of Defence","Royal Air Force Air Command","1027112","Labourer","14644","18010","Site Estate","1.00","Property and asset management"
"Ministry of Defence","Ministry of Defence","Royal Air Force Air Command","1027112","Messenger","14644","18010","Soft Facilities Management","1.00","Property and asset management"
"Ministry of Defence","Ministry of Defence","Royal Air Force Air Command","1027112","Physiothrpst Specialist","25472","34189","Physiotherapy","1.00","Medicine"
"Ministry of Defence","Ministry of Defence","Royal Air Force Air Command","1027112","Prof Qualified Worker Lvl 3a","30219","32847","Community Development Work","1.00","Human Resources"
"Ministry of Defence","Ministry of Defence","Royal Air Force Air Command","1027112","Senior Storekeeper","17486","22150","Storekeeping/WarehouseOps","2.00","Science and Engineering"
"Ministry of Defence","Ministry of Defence","Royal Air Force Air Command","1027112","Storekeeper","16002","18010","Storekeeping/WarehouseOps","32.00","Science and Engineering"
"Ministry of Defence","Ministry of Defence","Royal Air Force Air Command","1032872","Asst Info Offr","0","0","Business Management","1.00","Operational Delivery"
"Ministry of Defence","Ministry of Defence","Royal Air Force Air Command","1032872","Aviation Offr 1","37819","44268","Training Support","11.00","Human Resources"
