Department Family,Entity,Date,Expense Type,Expense Area,Supplier,Post Code,Transaction Number,Total
Ministry of Defence,Ministry of Defence,20/06/2011,Purchase of inventory and services ,Land Forces,AAH PHARMACEUTICALS LTD,CV2 2TX,808865,34722.79
Ministry of Defence,Ministry of Defence,20/06/2011,Purchase of inventory and services ,Defence Equipment & Support,AMSAFE BRIDPORT LTD,DT6 3QU,808892,29441.63
Ministry of Defence,Ministry of Defence,20/06/2011,Estate management,Defence Infrastructure Organisation ,ARAMARK LTD,LS16 6QY,808902,35069.92
Ministry of Defence,Ministry of Defence,20/06/2011,Food and clothing,Defence Infrastructure Organisation ,ARAMARK LTD,LS16 6QY,808902,98750.13
Ministry of Defence,Ministry of Defence,20/06/2011,Rent and rates,Defence Infrastructure Organisation ,ARGYLL & BUTE COUNCIL,PA28 JU,808903,72493.11
Ministry of Defence,Ministry of Defence,20/06/2011,Rent and rates,Defence Infrastructure Organisation ,AYLESBURY VALE DISTRICT COUNCIL,HP20 2TW,808915,63905.22
Ministry of Defence,Ministry of Defence,20/06/2011,Administration ,Defence Equipment & Support,BABCOCK LAND (WHITEFLEET MANAGEMENT) LIMITED,BH23 6BS,808919,-778.11
Ministry of Defence,Ministry of Defence,20/06/2011,Design services and minor equipment purchases,Central TLB,BABCOCK LAND (WHITEFLEET MANAGEMENT) LIMITED,BH23 6BS,808919,474.62
Ministry of Defence,Ministry of Defence,20/06/2011,Design services and minor equipment purchases,Defence Infrastructure Organisation ,BABCOCK LAND (WHITEFLEET MANAGEMENT) LIMITED,BH23 6BS,808919,2065.35
Ministry of Defence,Ministry of Defence,20/06/2011,Design services and minor equipment purchases,Navy Command,BABCOCK LAND (WHITEFLEET MANAGEMENT) LIMITED,BH23 6BS,808919,3795.33
Ministry of Defence,Ministry of Defence,20/06/2011,Transport hire charges,Defence Infrastructure Organisation ,BABCOCK LAND (WHITEFLEET MANAGEMENT) LIMITED,BH23 6BS,808919,11354.8
Ministry of Defence,Ministry of Defence,20/06/2011,Design services and minor equipment purchases,Defence Equipment & Support,BABCOCK LAND (WHITEFLEET MANAGEMENT) LIMITED,BH23 6BS,808919,12162.58
Ministry of Defence,Ministry of Defence,20/06/2011,Transport hire charges,Command Joint Operations,BABCOCK LAND (WHITEFLEET MANAGEMENT) LIMITED,BH23 6BS,808919,12818.66
Ministry of Defence,Ministry of Defence,20/06/2011,Design services and minor equipment purchases,Land Forces,BABCOCK LAND (WHITEFLEET MANAGEMENT) LIMITED,BH23 6BS,808919,15813.04
Ministry of Defence,Ministry of Defence,20/06/2011,Design services and minor equipment purchases,Air Command,BABCOCK LAND (WHITEFLEET MANAGEMENT) LIMITED,BH23 6BS,808919,18651.91
Ministry of Defence,Ministry of Defence,20/06/2011,Transport hire charges,Navy Command,BABCOCK LAND (WHITEFLEET MANAGEMENT) LIMITED,BH23 6BS,808919,27059.36
Ministry of Defence,Ministry of Defence,20/06/2011,Transport hire charges,Central TLB,BABCOCK LAND (WHITEFLEET MANAGEMENT) LIMITED,BH23 6BS,808919,30222.1
Ministry of Defence,Ministry of Defence,20/06/2011,Transport hire charges,Air Command,BABCOCK LAND (WHITEFLEET MANAGEMENT) LIMITED,BH23 6BS,808919,50400.14
Ministry of Defence,Ministry of Defence,20/06/2011,Transport hire charges,Defence Equipment & Support,BABCOCK LAND (WHITEFLEET MANAGEMENT) LIMITED,BH23 6BS,808919,84539.92
Ministry of Defence,Ministry of Defence,20/06/2011,Transport hire charges,Land Forces,BABCOCK LAND (WHITEFLEET MANAGEMENT) LIMITED,BH23 6BS,808919,322091.08
Ministry of Defence,Ministry of Defence,20/06/2011,Design services and minor equipment purchases,Air Command,BABCOCK SUPPORT SERVICES LIMITED,BH23 6BS,808923,584621.46
Ministry of Defence,Ministry of Defence,20/06/2011,Rent and rates,Defence Infrastructure Organisation ,BABERGH DISTRICT COUNCIL,IP7 6SJ,808924,33212.06
Ministry of Defence,Ministry of Defence,20/06/2011,Development costs for military equipment,Defence Equipment & Support,BAE SYSTEMS INTEGRATED SYSTEM TECHNOLOGIES LIMITED,PO31 8PF,808930,360000
Ministry of Defence,Ministry of Defence,20/06/2011,Property leases,Defence Infrastructure Organisation ,BANNOCKBURN HOMES LIMITED,EH2 1DF,808935,306911.95
Ministry of Defence,Ministry of Defence,20/06/2011,Rent and rates,Defence Infrastructure Organisation ,BRACKNELL FOREST BOROUGH COUNCIL,RG12 1AQ,808950,34542.73
Ministry of Defence,Ministry of Defence,20/06/2011,Rent and rates,Defence Infrastructure Organisation ,BRECKLAND COUNCIL,NR19 1EE,808956,34480.09
Ministry of Defence,Ministry of Defence,20/06/2011,Payment of utilities,Central TLB,BRITISH GAS TRADING LIMITED,OX4 2JY,808961,367.12
Ministry of Defence,Ministry of Defence,20/06/2011,Payment of utilities,Land Forces,BRITISH GAS TRADING LIMITED,OX4 2JY,808961,955.72
Ministry of Defence,Ministry of Defence,20/06/2011,Payment of utilities,Navy Command,BRITISH GAS TRADING LIMITED,OX4 2JY,808961,1275.78
Ministry of Defence,Ministry of Defence,20/06/2011,Payment of utilities,Air Command,BRITISH GAS TRADING LIMITED,OX4 2JY,808961,2922.27
Ministry of Defence,Ministry of Defence,20/06/2011,Payment of utilities,Defence Equipment & Support,BRITISH GAS TRADING LIMITED,OX4 2JY,808961,3620.46
Ministry of Defence,Ministry of Defence,20/06/2011,Payment of utilities,Defence Infrastructure Organisation ,BRITISH GAS TRADING LIMITED,OX4 2JY,808961,20938.25
Ministry of Defence,Ministry of Defence,20/06/2011,"Adminstration, claims, compensation and awards",Defence Equipment & Support,CANON (UK) LIMITED,RH2 8BF,808980,60.99
Ministry of Defence,Ministry of Defence,20/06/2011,Rental of plant and machinery,Defence Equipment & Support,CANON (UK) LIMITED,RH2 8BF,808980,83.49
Ministry of Defence,Ministry of Defence,20/06/2011,"Adminstration, claims, compensation and awards",Land Forces,CANON (UK) LIMITED,RH2 8BF,808980,199.42
Ministry of Defence,Ministry of Defence,20/06/2011,Design services and minor equipment purchases,Defence Equipment & Support,CANON (UK) LIMITED,RH2 8BF,808980,237.22
Ministry of Defence,Ministry of Defence,20/06/2011,IT and communication services,Land Forces,CANON (UK) LIMITED,RH2 8BF,808980,317.79
Ministry of Defence,Ministry of Defence,20/06/2011,Purchase of inventory and services ,Navy Command,CANON (UK) LIMITED,RH2 8BF,808980,432.71
Ministry of Defence,Ministry of Defence,20/06/2011,Design services and minor equipment purchases,Land Forces,CANON (UK) LIMITED,RH2 8BF,808980,437.09
Ministry of Defence,Ministry of Defence,20/06/2011,Rental of plant and machinery,Land Forces,CANON (UK) LIMITED,RH2 8BF,808980,515.94
Ministry of Defence,Ministry of Defence,20/06/2011,Estate management,Defence Infrastructure Organisation ,CANON (UK) LIMITED,RH2 8BF,808980,590.43
Ministry of Defence,Ministry of Defence,20/06/2011,Purchase of inventory and services ,Defence Infrastructure Organisation ,CANON (UK) LIMITED,RH2 8BF,808980,718.56
Ministry of Defence,Ministry of Defence,20/06/2011,Estate management,Land Forces,CANON (UK) LIMITED,RH2 8BF,808980,839.4
Ministry of Defence,Ministry of Defence,20/06/2011,Estate management,Air Command,CANON (UK) LIMITED,RH2 8BF,808980,1509.9
Ministry of Defence,Ministry of Defence,20/06/2011,Purchase of inventory and services ,Defence Equipment & Support,CANON (UK) LIMITED,RH2 8BF,808980,2249.38
Ministry of Defence,Ministry of Defence,20/06/2011,Purchase of inventory and services ,Central TLB,CANON (UK) LIMITED,RH2 8BF,808980,3436.66
Ministry of Defence,Ministry of Defence,20/06/2011,Purchase of inventory and services ,Air Command,CANON (UK) LIMITED,RH2 8BF,808980,8806.87
Ministry of Defence,Ministry of Defence,20/06/2011,Purchase of inventory and services ,Land Forces,CANON (UK) LIMITED,RH2 8BF,808980,11400.38
Ministry of Defence,Ministry of Defence,20/06/2011,Rent and rates,Defence Infrastructure Organisation ,CANTERBURY CITY COUNCIL,CT1 1YW,808981,29584.68
Ministry of Defence,Ministry of Defence,20/06/2011,Purchase of buildings and military equipment ,Defence Infrastructure Organisation ,CARILLIONENTERPRISE LIMITED,B75 7RL,808987,25264.86
Ministry of Defence,Ministry of Defence,20/06/2011,"Transporation of personnel, freight and travel expenses",Central TLB,CARTUS LTD,SN5 8RS,808990,1981
Ministry of Defence,Ministry of Defence,20/06/2011,"Transporation of personnel, freight and travel expenses",Defence Infrastructure Organisation ,CARTUS LTD,SN5 8RS,808990,2030
Ministry of Defence,Ministry of Defence,20/06/2011,"Transporation of personnel, freight and travel expenses",Land Forces,CARTUS LTD,SN5 8RS,808990,8118.27
Ministry of Defence,Ministry of Defence,20/06/2011,"Transporation of personnel, freight and travel expenses",Defence Equipment & Support,CARTUS LTD,SN5 8RS,808990,57383.48
Ministry of Defence,Ministry of Defence,20/06/2011,Rent and rates,Defence Infrastructure Organisation ,CENTRAL BEDFORDSHIRE COUNCIL,LU6 9HE,808997,99600.85
Ministry of Defence,Ministry of Defence,20/06/2011,Rent and rates,Defence Infrastructure Organisation ,CHERWELL DISTRICT COUNCIL,OX15 4BH,809005,34815.24
Ministry of Defence,Ministry of Defence,20/06/2011,Rent and rates,Defence Infrastructure Organisation ,CHICHESTER DISTRICT COUNCIL,PO19 1TY,809007,40191.79
Ministry of Defence,Ministry of Defence,20/06/2011,Design services and minor equipment purchases,Defence Equipment & Support,COBHAM FLIGHT INSPECTION  LIMITED,DL2 1NJ,809013,332965
Ministry of Defence,Ministry of Defence,20/06/2011,Rent and rates,Defence Infrastructure Organisation ,COLCHESTER BOROUGH COUNCIL,CO1 1QY,809014,114553.45
Ministry of Defence,Ministry of Defence,20/06/2011,Design services and minor equipment purchases,Defence Equipment & Support,CONWAY PACKING SERVICES LTD,DY4 7UD,809019,83414.28
Ministry of Defence,Ministry of Defence,20/06/2011,Transport hire charges,Defence Equipment & Support,DAWSONRENTALS TRUCK & TRAILER LTD,MK15 8JH,809034,62312.2
Ministry of Defence,Ministry of Defence,20/06/2011,"Transporation of personnel, freight and travel expenses",Central TLB,DEFENCE SCIENCE & TECHNOLOGY LABORATORY,PO14 9HL,809036,2614
Ministry of Defence,Ministry of Defence,20/06/2011,Design services and minor equipment purchases,Defence Equipment & Support,DEFENCE SUPPORT GROUP  (DSG),SP11 8HT,809038,4256.04
Ministry of Defence,Ministry of Defence,20/06/2011,Nuclear decommissioning and restoration,Defence Equipment & Support,DEVONPORT ROYAL DOCKYARD LIMITED,PL1 4SG,809045,116594.82
Ministry of Defence,Ministry of Defence,20/06/2011,"Transporation of personnel, freight and travel expenses",Command Joint Operations,DSV AIR & SEA LIMITED,M22 4NY,809067,614.08
Ministry of Defence,Ministry of Defence,20/06/2011,"Transporation of personnel, freight and travel expenses",Air Command,DSV AIR & SEA LIMITED,M22 4NY,809067,1155
Ministry of Defence,Ministry of Defence,20/06/2011,"Transporation of personnel, freight and travel expenses",Land Forces,DSV AIR & SEA LIMITED,M22 4NY,809067,16296.55
Ministry of Defence,Ministry of Defence,20/06/2011,"Transporation of personnel, freight and travel expenses",Defence Equipment & Support,DSV AIR & SEA LIMITED,M22 4NY,809067,40319.11
Ministry of Defence,Ministry of Defence,20/06/2011,Purchase of inventory and services ,Command Joint Operations,FENTON PHARMACEUTICALS LTD,W1U 6NS,809097,127.94
Ministry of Defence,Ministry of Defence,20/06/2011,Purchase of inventory and services ,Defence Equipment & Support,FENTON PHARMACEUTICALS LTD,W1U 6NS,809097,328132.9
Ministry of Defence,Ministry of Defence,20/06/2011,IT and communication services,Central TLB,FOREIGN & COMMONWEALTH OFFICE,MK19 7BH,809105,272.95
Ministry of Defence,Ministry of Defence,20/06/2011,Fees for professional services,Land Forces,FRONTIER MEDICAL SERVICES  LIMITED,GL17 0DD,809106,45825
Ministry of Defence,Ministry of Defence,20/06/2011,Payment of utilities,Command Joint Operations,GB OILS LIMITED,FK5 4RB,809111,3741.86
Ministry of Defence,Ministry of Defence,20/06/2011,Payment of utilities,Land Forces,GB OILS LIMITED,FK5 4RB,809111,19515.71
Ministry of Defence,Ministry of Defence,20/06/2011,Payment of utilities,Defence Equipment & Support,GB OILS LIMITED,FK5 4RB,809111,22331.04
Ministry of Defence,Ministry of Defence,20/06/2011,Payment of utilities,Air Command,GB OILS LIMITED,FK5 4RB,809111,25683.75
Ministry of Defence,Ministry of Defence,20/06/2011,Payment of utilities,Defence Infrastructure Organisation ,GB OILS LIMITED,FK5 4RB,809111,34977.45
Ministry of Defence,Ministry of Defence,20/06/2011,"Purchase of munitions, other inventory or fuel",Defence Equipment & Support,HAYMAN LTD,CM8 3YE,809130,28471.3
Ministry of Defence,Ministry of Defence,20/06/2011,Fees for professional services,Land Forces,HONEYBEERECRUITMENT.COM LTD,TW12 1PD,809144,20165.35
Ministry of Defence,Ministry of Defence,20/06/2011,Medical treatment & stores and welfare services.,Land Forces,HONEYBEERECRUITMENT.COM LTD,TW12 1PD,809144,24858.82
Ministry of Defence,Ministry of Defence,20/06/2011,Payment of utilities,Navy Command,KELDA WATER SERVICES LIMITED,S35 2PQ,809175,50254.1
Ministry of Defence,Ministry of Defence,20/06/2011,Purchase of plant and machinery,Defence Equipment & Support,KONGSBERG MARITIME LIMITED,AB22 8GT,809178,130450.8
Ministry of Defence,Ministry of Defence,20/06/2011,Fees for professional services,Air Command,LGC LTD,TW11 0LY,809186,4981.49
Ministry of Defence,Ministry of Defence,20/06/2011,Fees for professional services,Navy Command,LGC LTD,TW11 0LY,809186,4981.49
Ministry of Defence,Ministry of Defence,20/06/2011,Fees for professional services,Land Forces,LGC LTD,TW11 0LY,809186,34316.9
Ministry of Defence,Ministry of Defence,20/06/2011,IT and communication services,Air Command,LIFE FITNESS (U K) LTD,CB7 4UB,809187,1346.82
Ministry of Defence,Ministry of Defence,20/06/2011,Design services and minor equipment purchases,Defence Equipment & Support,MABEY BRIDGE LIMITED,NP16 5YL,809202,146220
Ministry of Defence,Ministry of Defence,20/06/2011,Design services and minor equipment purchases,Defence Equipment & Support,MEL AVIATION LTD,CO10 2YW,809216,40326.3
Ministry of Defence,Ministry of Defence,20/06/2011,Building maintenance and accommodation stores,Defence Equipment & Support,MILLBROOK FURNISHING INDUSTRIES LIMITED,SO40 3RY,809221,712.06
Ministry of Defence,Ministry of Defence,20/06/2011,Estate management,Defence Infrastructure Organisation ,MODERN HOUSING SOLUTIONS (PRIME)LIMITED,PE28 4QG,809224,592868.73
Ministry of Defence,Ministry of Defence,20/06/2011,Externally delivered education and training.,Air Command,OPEN UNIVERSITY (THE),MK7 6BT,809335,47908
Ministry of Defence,Ministry of Defence,20/06/2011,Fuel for military use,Land Forces,QINETIQ LIMITED,PO12 2AG,809384,1934.81
Ministry of Defence,Ministry of Defence,20/06/2011,Design services and minor equipment purchases,Defence Equipment & Support,QINETIQ LIMITED,PO12 2AG,809384,11515.76
Ministry of Defence,Ministry of Defence,20/06/2011,Research and development,Central TLB,QINETIQ LIMITED,PO12 2AG,809384,18103
Ministry of Defence,Ministry of Defence,20/06/2011,Externally delivered education and training.,Defence Equipment & Support,SERCO LIMITED,RG27 9UY,809431,10395.95
Ministry of Defence,Ministry of Defence,20/06/2011,IT and communication services,Defence Equipment & Support,SERCO LIMITED,RG27 9UY,809431,43670.88
Ministry of Defence,Ministry of Defence,20/06/2011,Estate management,Defence Equipment & Support,SODEXO LTD,M50 0AL,809442,39.46
Ministry of Defence,Ministry of Defence,20/06/2011,"Transporation of personnel, freight and travel expenses",Land Forces,SODEXO LTD,M50 0AL,809442,228.88
Ministry of Defence,Ministry of Defence,20/06/2011,Estate management,Air Command,SODEXO LTD,M50 0AL,809442,1677.69
Ministry of Defence,Ministry of Defence,20/06/2011,Food and clothing,Land Forces,SODEXO LTD,M50 0AL,809442,2100
Ministry of Defence,Ministry of Defence,20/06/2011,Estate management,Navy Command,SODEXO LTD,M50 0AL,809442,4111.28
Ministry of Defence,Ministry of Defence,20/06/2011,Estate management,Land Forces,SODEXO LTD,M50 0AL,809442,4779.15
Ministry of Defence,Ministry of Defence,20/06/2011,Estate management,Central TLB,SODEXO LTD,M50 0AL,809442,8504.02
Ministry of Defence,Ministry of Defence,20/06/2011,Estate management,Defence Infrastructure Organisation ,SODEXO LTD,M50 0AL,809442,472267.42
Ministry of Defence,Ministry of Defence,20/06/2011,Payment of utilities,Defence Infrastructure Organisation ,SOUTHERN ELECTRIC GAS LTD,PO9 5JB,809449,31843.02
Ministry of Defence,Ministry of Defence,20/06/2011,Payment of utilities,Navy Command,SSE ENERGY SUPPLY LIMITED,PH1 3AQ,809458,40747.93
Ministry of Defence,Ministry of Defence,20/06/2011,Payment of utilities,Air Command,SSE ENERGY SUPPLY LIMITED,PH1 3AQ,809458,104407.77
Ministry of Defence,Ministry of Defence,20/06/2011,Payment of utilities,Defence Infrastructure Organisation ,SSE ENERGY SUPPLY LIMITED,PH1 3AQ,809458,131510.76
Ministry of Defence,Ministry of Defence,20/06/2011,Payment of utilities,Central TLB,SSE ENERGY SUPPLY LIMITED,PH1 3AQ,809458,399246.13
