Department Family,Entity,Date of Payment,Expense Type,Expense Area,Supplier,Voluntary & Community Sector,SME Class,Sole Trader,Transaction number,Narrative,Postal Code,Amount in Sterling,Grant?
Communities & Local Government,DCLG,15/09/2011,Local Services Support Grant,Localism,BRENTWOOD BC,,,,5000175109,Grant Payable by Exchequer,CM15 8AY,"4,167.00",Yes
Communities & Local Government,DCLG,15/09/2011,Local Services Support Grant,Localism,BRIGHTON & HOVE CITY COUNCIL,,,,5000175115,Grant Payable by Exchequer,BN3 2SR,"161,362.00",Yes
Communities & Local Government,DCLG,15/09/2011,Local Services Support Grant,Localism,BROMLEY LB,,,,5000175117,Grant Payable by Exchequer,BR1 3UH,"58,164.00",Yes
Communities & Local Government,DCLG,15/09/2011,Local Services Support Grant,Localism,BROXBOURNE BC,,,,5000175123,Grant Payable by Exchequer,EN8 9XG,"5,373.00",Yes
Communities & Local Government,DCLG,15/09/2011,Local Services Support Grant,Localism,BROXTOWE BC,,,,5000175125,Grant Payable by Exchequer,NG9 1AB,"7,355.00",Yes
Communities & Local Government,DCLG,15/09/2011,Local Services Support Grant,Localism,BUCKINGHAMSHIRE CC,,,,5000175129,Grant Payable by Exchequer,HP20 1UD,"102,633.00",Yes
Communities & Local Government,DCLG,15/09/2011,Local Services Support Grant,Localism,BURNLEY BC,,,,5000175133,Grant Payable by Exchequer,BB11 1JA,"342,098.00",Yes
Communities & Local Government,DCLG,15/09/2011,Local Services Support Grant,Localism,GMRB,,,,5000175137,Grant Payable by Exchequer,BL9 0SW,"74,724.00",Yes
Communities & Local Government,DCLG,15/09/2011,Local Services Support Grant,Localism,CALDERDALE MBC,,,,5000175143,Grant Payable by Exchequer,HX1 1YP,"83,916.00",Yes
Communities & Local Government,DCLG,15/09/2011,Local Services Support Grant,Localism,CAMBRIDGE CITY COUNCIL,,,,5000175145,Grant Payable by Exchequer,CB2 3NA,"47,953.00",Yes
Communities & Local Government,DCLG,15/09/2011,Local Services Support Grant,Localism,CAMBRIDGESHIRE COUNTY CNCL,,,,5000175151,Grant Payable by Exchequer,CB3 0AP,"93,002.00",Yes
Communities & Local Government,DCLG,15/09/2011,Local Services Support Grant,Localism,CAMDEN LB,,,,5000175153,Grant Payable by Exchequer,WC1H 8NG,"196,935.00",Yes
Communities & Local Government,DCLG,15/09/2011,Local Services Support Grant,Localism,CANNOCK CHASE DC,,,,5000175157,Grant Payable by Exchequer,WS11 1BG,"6,189.00",Yes
Communities & Local Government,DCLG,15/09/2011,Local Services Support Grant,Localism,CASTLE POINT BC,,,,5000175161,Grant Payable by Exchequer,SS7 1TF,"7,122.00",Yes
Communities & Local Government,DCLG,15/09/2011,Local Services Support Grant,Localism,CHARNWOOD BC,,,,5000175165,Grant Payable by Exchequer,LE11 2TU,"8,756.00",Yes
Communities & Local Government,DCLG,15/09/2011,Local Services Support Grant,Localism,CHELMSFORD BC,,,,5000175169,Grant Payable by Exchequer,CM1 1JE,"5,373.00",Yes
Communities & Local Government,DCLG,15/09/2011,Local Services Support Grant,Localism,CHELTENHAM BC,,,,5000175175,Grant Payable by Exchequer,GL50 1PW,"7,705.00",Yes
Communities & Local Government,DCLG,15/09/2011,Local Services Support Grant,Localism,CHESTERFIELD BC,,,,5000175177,Grant Payable by Exchequer,S40 1LP,"103,853.00",Yes
Communities & Local Government,DCLG,15/09/2011,Local Services Support Grant,Localism,CHORLEY DC,,,,5000175181,Grant Payable by Exchequer,PR7 1DP,"5,956.00",Yes
Communities & Local Government,DCLG,15/09/2011,Local Services Support Grant,Localism,COLCHESTER BC,,,,5000175185,Grant Payable by Exchequer,CO3 3WG,"16,455.00",Yes
Communities & Local Government,DCLG,15/09/2011,Local Services Support Grant,Localism,COVENTRY CITY CNCL,,,,5000175191,Grant Payable by Exchequer,CV1 2QL,"74,461.00",Yes
Communities & Local Government,DCLG,15/09/2011,Local Services Support Grant,Localism,CROYDON LB,,,,5000175195,Grant Payable by Exchequer,CR9 3JS,"108,444.00",Yes
Communities & Local Government,DCLG,15/09/2011,Local Services Support Grant,Localism,CUMBRIA COUNTY CNCL,,,,5000175197,Grant Payable by Exchequer,CA3 8NA,"115,830.00",Yes
Communities & Local Government,DCLG,15/09/2011,Local Services Support Grant,Localism,DACORUM BC,,,,5000175203,Grant Payable by Exchequer,HP1 1HH,"4,167.00",Yes
Communities & Local Government,DCLG,15/09/2011,Local Services Support Grant,Localism,DARLINGTON BC,,,,5000175206,Grant Payable by Exchequer,TS19 1JA,"37,796.00",Yes
Communities & Local Government,DCLG,15/09/2011,Local Services Support Grant,Localism,DERBY CITY CNCL,,,,5000175207,Grant Payable by Exchequer,DE1 2FS,"77,772.00",Yes
Communities & Local Government,DCLG,15/09/2011,Local Services Support Grant,Localism,DERBYSHIRE COUNTYCOUNCIL,,,,5000175209,Grant Payable by Exchequer,DE4 3AH,"178,706.00",Yes
Communities & Local Government,DCLG,15/09/2011,Local Services Support Grant,Localism,DEVON COUNTY CNCL,,,,5000175212,Grant Payable by Exchequer,EX2 4QJ,"147,591.00",Yes
Communities & Local Government,DCLG,15/09/2011,Local Services Support Grant,Localism,DONCASTER MBC,,,,5000175213,Grant Payable by Exchequer,DN1 3QA,"340,956.00",Yes
Communities & Local Government,DCLG,15/09/2011,Local Services Support Grant,Localism,DORSET COUNTY CNCL,,,,5000175215,Grant Payable by Exchequer,DT1 1XJ,"104,964.00",Yes
Communities & Local Government,DCLG,15/09/2011,Local Services Support Grant,Localism,DUDLEY MBC,,,,5000175217,Grant Payable by Exchequer,DY1 1HF,"56,270.00",Yes
Communities & Local Government,DCLG,15/09/2011,Local Services Support Grant,Localism,EALING LB,,,,5000175220,Grant Payable by Exchequer,W5 2HL,"113,959.00",Yes
Communities & Local Government,DCLG,15/09/2011,Local Services Support Grant,Localism,EAST DORSET DC,,,,5000175222,Grant Payable by Exchequer,BH21 4HN,"5,956.00",Yes
Communities & Local Government,DCLG,15/09/2011,Local Services Support Grant,Localism,EAST SUSSEX COUNTY CNCL,,,,5000175223,Grant Payable by Exchequer,BN7 1SF,"132,180.00",Yes
Communities & Local Government,DCLG,15/09/2011,Local Services Support Grant,Localism,EASTBOURNE BC,,,,5000175226,Grant Payable by Exchequer,BN21 4TW,"15,288.00",Yes
Communities & Local Government,DCLG,15/09/2011,Local Services Support Grant,Localism,EASTLEIGH BOROUGH COUNCIL,,,,5000175227,Grant Payable by Exchequer,SO5 9YN,"4,167.00",Yes
Communities & Local Government,DCLG,15/09/2011,Local Services Support Grant,Localism,ENFIELD LB,,,,5000175229,Grant Payable by Exchequer,EN1 3XF,"66,841.00",Yes
Communities & Local Government,DCLG,15/09/2011,Local Services Support Grant,Localism,EPPING FOREST DC,,,,5000175232,Grant Payable by Exchequer,CM16 4BZ,"9,456.00",Yes
Communities & Local Government,DCLG,15/09/2011,Local Services Support Grant,Localism,EPSOM & EWELL BC,,,,5000175233,Grant Payable by Exchequer,KT18 5BY,"11,205.00",Yes
Communities & Local Government,DCLG,15/09/2011,Local Services Support Grant,Localism,EREWASH BC,,,,5000175236,Grant Payable by Exchequer,DE7 5RP,"8,289.00",Yes
Communities & Local Government,DCLG,15/09/2011,Local Services Support Grant,Localism,ESSEX COUNTY CNCL,,,,5000175237,Grant Payable by Exchequer,CM1 1JZ,"262,179.00",Yes
Communities & Local Government,DCLG,15/09/2011,Local Services Support Grant,Localism,EXETER CITY CNCL,,,,5000175240,Grant Payable by Exchequer,EX1 1JN,"42,121.00",Yes
Communities & Local Government,DCLG,15/09/2011,Local Services Support Grant,Localism,FYLDE BC,,,,5000175242,Grant Payable by Exchequer,FY8 1LW,"4,167.00",Yes
Communities & Local Government,DCLG,15/09/2011,Local Services Support Grant,Localism,GATESHEAD MBC,,,,5000175244,Grant Payable by Exchequer,NE8 1HH,"51,867.00",Yes
Communities & Local Government,DCLG,15/09/2011,Local Services Support Grant,Localism,GEDLING BC,,,,5000175246,Grant Payable by Exchequer,NG5 6LU,"6,538.00",Yes
Communities & Local Government,DCLG,15/09/2011,Local Services Support Grant,Localism,GLOUCESTER CITY CNCL,,,,5000175247,Grant Payable by Exchequer,GL1 2EQ,"31,621.00",Yes
Communities & Local Government,DCLG,15/09/2011,Local Services Support Grant,Localism,GLOUCESTERSHIRE COUNTY CNCL,,,,5000175250,Grant Payable by Exchequer,GL1 2TG,"113,168.00",Yes
Communities & Local Government,DCLG,15/09/2011,Local Services Support Grant,Localism,GOSPORT BOROUGH COUNCIL,,,,5000175251,Grant Payable by Exchequer,PO12 1ED,"7,239.00",Yes
Communities & Local Government,DCLG,15/09/2011,Local Services Support Grant,Localism,GRAVESHAM BC,,,,5000175254,Grant Payable by Exchequer,DA12 1AU,"8,289.00",Yes
Communities & Local Government,DCLG,15/09/2011,Local Services Support Grant,Localism,GREAT YARMOUTH BC,,,,5000175255,Grant Payable by Exchequer,NR30 2QG,"314,782.00",Yes
Communities & Local Government,DCLG,15/09/2011,Local Services Support Grant,Localism,GREENWICH LB,,,,5000175257,Grant Payable by Exchequer,SE18 6BU,"61,313.00",Yes
Communities & Local Government,DCLG,15/09/2011,Local Services Support Grant,Localism,LONDON BOROUGH OF HACKNEY,,,,5000175260,Grant Payable by Exchequer,E8 4RU,"621,426.00",Yes
Communities & Local Government,DCLG,15/09/2011,Local Services Support Grant,Localism,HAMMERSMITH & FULHAM LB,,,,5000175261,Grant Payable by Exchequer,W6 9JU,"161,391.00",Yes
Communities & Local Government,DCLG,15/09/2011,Local Services Support Grant,Localism,HAMPSHIRE COUNTY COUNCIL,,,,5000175263,Grant Payable by Exchequer,SO23 8UB,"189,305.00",Yes
Communities & Local Government,DCLG,15/09/2011,Local Services Support Grant,Localism,HARINGEY LB,,,,5000175265,Grant Payable by Exchequer,N22 4TR,"89,626.00",Yes
Communities & Local Government,DCLG,15/09/2011,Local Services Support Grant,Localism,HARLOW DISTRICT COUNCIL,,,,5000175268,Grant Payable by Exchequer,CM20 1WG,"23,996.00",Yes
Communities & Local Government,DCLG,15/09/2011,Local Services Support Grant,Localism,HARROW LB,,,,5000175269,Grant Payable by Exchequer,HA1 2UZ,"61,103.00",Yes
Communities & Local Government,DCLG,15/09/2011,Local Services Support Grant,Localism,HART DC,,,,5000175271,Grant Payable by Exchequer,GU13 8AE,"14,938.00",Yes
Communities & Local Government,DCLG,15/09/2011,Local Services Support Grant,Localism,HARTLEPOOL BOROUGH COUNCIL,,,,5000175274,Grant Payable by Exchequer,TS24 7BT,"190,033.00",Yes
Communities & Local Government,DCLG,15/09/2011,Local Services Support Grant,Localism,HASTINGS BC,,,,5000175275,Grant Payable by Exchequer,TN34 3WN,"249,534.00",Yes
Communities & Local Government,DCLG,15/09/2011,Local Services Support Grant,Localism,HAVANT BC,,,,5000175277,Grant Payable by Exchequer,PO9 2AX,"8,406.00",Yes
Communities & Local Government,DCLG,15/09/2011,Local Services Support Grant,Localism,HAVERING LB,,,,5000175279,Grant Payable by Exchequer,RM1 3BB,"56,562.00",Yes
Communities & Local Government,DCLG,15/09/2011,Local Services Support Grant,Localism,HERTFORDSHIRE COUNTY CNCL,,,,5000175281,Grant Payable by Exchequer,SG13 8DQ,"172,692.00",Yes
Communities & Local Government,DCLG,15/09/2011,Local Services Support Grant,Localism,HERTSMERE BC,,,,5000175283,Grant Payable by Exchequer,WD6 1WA,"5,956.00",Yes
Communities & Local Government,DCLG,15/09/2011,Local Services Support Grant,Localism,HILLINGDON LB,,,,5000174463,Grant Payable by Exchequer,UB8 1UW,"64,090.00",Yes
Communities & Local Government,DCLG,15/09/2011,Local Services Support Grant,Localism,HOUNSLOW LB,,,,5000174469,Grant Payable by Exchequer,TW3 4DN,"67,707.00",Yes
Communities & Local Government,DCLG,15/09/2011,Local Services Support Grant,Localism,HYNDBURN BC,,,,5000174471,Grant Payable by Exchequer,BB5 1EZ,"232,624.00",Yes
Communities & Local Government,DCLG,15/09/2011,Local Services Support Grant,Localism,IPSWICH BC,,,,5000174475,Grant Payable by Exchequer,IP1 2EE,"10,622.00",Yes
Communities & Local Government,DCLG,15/09/2011,Local Services Support Grant,Localism,ISLE OF WIGHT CNCL,,,,5000174481,Grant Payable by Exchequer,PO30 1UD,"70,556.00",Yes
Communities & Local Government,DCLG,15/09/2011,Local Services Support Grant,Localism,ISLES OF SCILLY COUNCIL,,,,5000174483,Grant Payable by Exchequer,TR21 0LW,"25,586.00",Yes
Communities & Local Government,DCLG,15/09/2011,Local Services Support Grant,Localism,ISLINGTON LB,,,,5000174489,Grant Payable by Exchequer,N1 1XR,"98,933.00",Yes
Communities & Local Government,DCLG,15/09/2011,Local Services Support Grant,Localism,ROYAL BOROUGH OF KENSINGTON & CHELS,,,,5000174491,Grant Payable by Exchequer,W8 7NX,"231,332.00",Yes
Communities & Local Government,DCLG,15/09/2011,Local Services Support Grant,Localism,KENT COUNTY CNCL,,,,5000174497,Grant Payable by Exchequer,ME14 1XQ,"265,852.00",Yes
Communities & Local Government,DCLG,15/09/2011,Local Services Support Grant,Localism,KETTERING BC,,,,5000174499,Grant Payable by Exchequer,NN15 7QX,"9,456.00",Yes
Communities & Local Government,DCLG,15/09/2011,Local Services Support Grant,Localism,HULL CITY COUNCIL,,,,5000174503,Grant Payable by Exchequer,HU1 2AA,"310,506.00",Yes
Communities & Local Government,DCLG,15/09/2011,Local Services Support Grant,Localism,KNOWSLEY MBC,,,,5000174509,Grant Payable by Exchequer,L36 9YZ,"394,342.00",Yes
Communities & Local Government,DCLG,15/09/2011,Local Services Support Grant,Localism,LONDON BOROUGH OF LAMBETH,,,,5000174511,Grant Payable by Exchequer,SW2 1RL,"261,131.00",Yes
Communities & Local Government,DCLG,15/09/2011,Local Services Support Grant,Localism,LANCASHIRE COUNTY CNCL,,,,5000174515,Grant Payable by Exchequer,PR1 8RD,"253,144.00",Yes
Communities & Local Government,DCLG,15/09/2011,Local Services Support Grant,Localism,LEEDS CITY CNCL,,,,5000174521,Grant Payable by Exchequer,LS1 1JF,"206,671.00",Yes
Communities & Local Government,DCLG,15/09/2011,Local Services Support Grant,Localism,LEICESTERSHIRE COUNTY CNCL,,,,5000174523,Grant Payable by Exchequer,LE3 8RB,"117,660.00",Yes
Communities & Local Government,DCLG,15/09/2011,Local Services Support Grant,Localism,LICHFIELD DC,,,,5000174527,Grant Payable by Exchequer,WS13 6YX,"5,956.00",Yes
Communities & Local Government,DCLG,15/09/2011,Local Services Support Grant,Localism,CITY OF LINCOLN COUNCIL,,,,5000174533,Grant Payable by Exchequer,LN1 1DB,"10,855.00",Yes
Communities & Local Government,DCLG,15/09/2011,Local Services Support Grant,Localism,LINCOLNSHIRE COUNTY CNCL,,,,5000174535,Grant Payable by Exchequer,LN1 1YG,"140,542.00",Yes
Communities & Local Government,DCLG,15/09/2011,Local Services Support Grant,Localism,LIVERPOOL CITY COUNCIL,,,,5000174541,Grant Payable by Exchequer,L1 6JD,"1,482,140.00",Yes
Communities & Local Government,DCLG,15/09/2011,Local Services Support Grant,Localism,LUTON BC,,,,5000174543,Grant Payable by Exchequer,LU1 1DX,"55,784.00",Yes
Communities & Local Government,DCLG,15/09/2011,Local Services Support Grant,Localism,MALVERN HILLS DC,,,,5000174547,Grant Payable by Exchequer,WR14 3AF,"8,522.00",Yes
Communities & Local Government,DCLG,15/09/2011,Local Services Support Grant,Localism,MANSFIELD DC,,,,5000174551,Grant Payable by Exchequer,NG19 7BH,"11,454.00",Yes
Communities & Local Government,DCLG,15/09/2011,Local Services Support Grant,Localism,MERTON LB,,,,5000174557,Grant Payable by Exchequer,SM4 5DX,"52,702.00",Yes
Communities & Local Government,DCLG,15/09/2011,Local Services Support Grant,Localism,MIDDLESBROUGH BC,,,,5000174559,Grant Payable by Exchequer,TS1 2QQ,"101,935.00",Yes
Communities & Local Government,DCLG,15/09/2011,Local Services Support Grant,Localism,MILTON KEYNES BC,,,,5000174565,Grant Payable by Exchequer,MK9 3WJ,"64,368.00",Yes
Communities & Local Government,DCLG,15/09/2011,Local Services Support Grant,Localism,NEWCASTLE UNDER LYME BC,,,,5000174567,Grant Payable by Exchequer,ST5 2AG,"10,622.00",Yes
Communities & Local Government,DCLG,15/09/2011,Local Services Support Grant,Localism,NEWCASTLE UPON TYNE DC,,,,5000174573,Grant Payable by Exchequer,NE99 1RD,"81,419.00",Yes
Communities & Local Government,DCLG,15/09/2011,Local Services Support Grant,Localism,LONDON BOROUGH OF NEWHAM,,,,5000174575,Grant Payable by Exchequer,E16 2QU,"594,478.00",Yes
Communities & Local Government,DCLG,15/09/2011,Local Services Support Grant,Localism,NORFOLK COUNTY COUNCIL,,,,5000174579,Grant Payable by Exchequer,NR1 2DW,"145,386.00",Yes
Communities & Local Government,DCLG,15/09/2011,Local Services Support Grant,Localism,NORTH EAST DERBYSHIRE DC,,,,5000174583,Grant Payable by Exchequer,S40 1LF,"8,872.00",Yes
Communities & Local Government,DCLG,15/09/2011,Local Services Support Grant,Localism,NORTH KESTEVEN DC,,,,5000174587,Grant Payable by Exchequer,NG34 7EF,"6,538.00",Yes
Communities & Local Government,DCLG,15/09/2011,Local Services Support Grant,Localism,NORTH SOMERSET DC,,,,5000174593,Grant Payable by Exchequer,BS23 1LL,"68,144.00",Yes
Communities & Local Government,DCLG,15/09/2011,Local Services Support Grant,Localism,NORTH TYNESIDE MBC,,,,5000174597,Grant Payable by Exchequer,NE27 0BY,"50,620.00",Yes
Communities & Local Government,DCLG,15/09/2011,Local Services Support Grant,Localism,NORTH YORKSHIRE CC (DL7 8AL),,,,5000174599,Grant Payable by Exchequer,DL7 8AL,"108,603.00",Yes
Communities & Local Government,DCLG,15/09/2011,Local Services Support Grant,Localism,NORTHAMPTON BOROUGH COUNCIL,,,,5000174603,Grant Payable by Exchequer,NN4 7NR,"15,288.00",Yes
Communities & Local Government,DCLG,15/09/2011,Local Services Support Grant,Localism,NORTHAMPTONSHIRE COUNTY COUNCIL,,,,5000174607,Grant Payable by Exchequer,NN4 7BR,"109,732.00",Yes
Communities & Local Government,DCLG,15/09/2011,Local Services Support Grant,Localism,NORWICH CITY CNCL,,,,5000174611,Grant Payable by Exchequer,NR2 1NH,"101,590.00",Yes
Communities & Local Government,DCLG,15/09/2011,Local Services Support Grant,Localism,NOTTINGHAM CITY COUNCIL,,,,5000174615,Grant Payable by Exchequer,NG1 3NG,"113,732.00",Yes
Communities & Local Government,DCLG,15/09/2011,Local Services Support Grant,Localism,NOTTINGHAMSHIRE COUNTY CNCL,,,,5000174619,Grant Payable by Exchequer,NG1 4BU,"142,557.00",Yes
Communities & Local Government,DCLG,15/09/2011,Local Services Support Grant,Localism,NUNEATON & BEDWORTH BC,,,,5000174625,Grant Payable by Exchequer,CV11 5AA,"6,538.00",Yes
Communities & Local Government,DCLG,15/09/2011,Local Services Support Grant,Localism,OLDHAM MBC,,,,5000174627,Grant Payable by Exchequer,OL1 1UH,"46,570.00",Yes
Communities & Local Government,DCLG,15/09/2011,Local Services Support Grant,Localism,OXFORD CITY COUNCIL,,,,5000174631,Grant Payable by Exchequer,OX1 1DF,"86,869.00",Yes
Communities & Local Government,DCLG,15/09/2011,Local Services Support Grant,Localism,OXFORDSHIRE CC,,,,5000174637,Grant Payable by Exchequer,OX1 1TH,"112,905.00",Yes
Communities & Local Government,DCLG,15/09/2011,Local Services Support Grant,Localism,PENDLE BC,,,,5000174639,Grant Payable by Exchequer,BB9 OLX,"244,189.00",Yes
Communities & Local Government,DCLG,15/09/2011,Local Services Support Grant,Localism,PETERBOROUGH CITY CNCL,,,,5000174643,Grant Payable by Exchequer,PE1 1HG,"59,771.00",Yes
Communities & Local Government,DCLG,15/09/2011,Local Services Support Grant,Localism,PLYMOUTH CITY CNCL,,,,5000174649,Grant Payable by Exchequer,PL1 2AA,"92,128.00",Yes
